nofinesset;nofinessej;rs;rslongue;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
750011173;750011140;PHARMACIE NOTRE DAME;;11;;RUE;LAGRANGE;;75;PARIS;75005;PARIS 05;143542077;143267791;01/06/2004;05/05/1943;25/08/2010;48.8512219, 2.3481929;48.8512219;2.3481929
750011967;750011942;PHARMACIE DU VAL DE GRACE;;6;;PL;ALPHONSE LAVERAN;;75;PARIS;75005;PARIS 05;143265650;143265650;29/09/1994;08/11/1942;27/02/2009;48.8407915, 2.3406684;48.8407915;2.3406684
750012064;750012031;PHARMACIE SAINT MARCEL;;76;;BOULEVARD;SAINT MARCEL;;75;PARIS;75005;PARIS 05;143312060;143319456;04/12/1992;11/11/1942;27/02/2009;48.8375463, 2.3536048;48.8375463;2.3536048
750012155;750012130;SELARL PHARMACIE DE LA SORBONNE;;49;;RUE;DES ECOLES;4 R DE LA SORBONNE;75;PARIS;75005;PARIS 05;143542610;143547698;01/10/2012;11/05/1943;19/10/2012;48.8499214, 2.3434061;48.8499214;2.3434061
750012486;750012460;PHARM CANILLAC;;122;;RUE;DU CHERCHE MIDI;;75;PARIS;75006;PARIS 06;147348888;;29/06/1998;03/09/1943;25/08/2010;48.8459997, 2.3198044;48.8459997;2.3198044
750012924;750012916;PHARMACIE STANISLAS;;7;;RUE;NOTRE DAME DES CHAMPS;ANGLE 44 RUE DE FLEURUS;75;PARIS;75006;PARIS 06;145488641;145481169;15/03/2005;29/04/1943;17/06/2009;48.8465829, 2.3273297;48.8465829;2.3273297
750012965;750012957;PHARMACIE JUILLET;;131;;BOULEVARD;RASPAIL;;75;PARIS;75006;PARIS 06;145483453;145483541;01/09/2008;21/05/1943;25/08/2010;48.8440591, 2.3291904;48.8440591;2.3291904
750013047;750013021;PHARM SLAKMON;;145;;RUE;DE RENNES;;75;PARIS;75006;PARIS 06;145489725;;01/04/1994;30/10/1942;03/07/2009;48.8458505, 2.3259774;48.8458505;2.3259774
750013443;750013435;SELARL PHARMACIE DE BABYLONE;;6;;RUE;DE BABYLONE;;75;PARIS;75007;PARIS 07;145485424;145483787;03/09/2012;30/12/1942;12/09/2012;48.8517847, 2.3257915;48.8517847;2.3257915
750013526;750013500;PHARMACIE BAC SAINT GERMAIN;;70;;RUE;DU BAC;;75;PARIS;75007;PARIS 07;145489974;145483938;16/01/2006;15/05/1943;23/02/2009;48.8555391, 2.3250515;48.8555391;2.3250515
750013740;750013732;PHARMACIE DOREL VALIGNY;;1;;PL;DE BRETEUIL;;75;PARIS;75007;PARIS 07;147345735;145667555;29/04/2002;30/10/1942;03/07/2009;48.8477014, 2.3122393;48.8477014;2.3122393
750014045;750014037;PHARMACIE DE LA TOUR EIFFEL;;24;;RUE;DE MONTTESSUY;;75;PARIS;75007;PARIS 07;147051259;147056329;21/12/1992;14/01/1943;03/07/2009;48.8593786, 2.298096;48.8593786;2.298096
750014060;750014052;SARL PHARMACIE RAMAJO ANCOURT;;23;;AVENUE;RAPP;;75;PARIS;75007;PARIS 07;147054125;147055965;01/07/2011;30/10/1942;25/10/2011;48.8597976, 2.3010849;48.8597976;2.3010849
750014425;750014417;PHARMACIE ECOLE MILITAIRE;;26;;AVENUE;DE TOURVILLE;;75;PARIS;75007;PARIS 07;147055538;147058779;31/01/1997;10/06/1943;03/07/2009;48.8541283, 2.3084409;48.8541283;2.3084409
750014490;750014482;PHARM LUDERS;;39;;RUE;DE L ARCADE;;75;PARIS;75008;PARIS 08;142653593;142661328;01/08/2005;28/05/1943;18/12/2008;48.87340754, 2.32433125;48.87340754;2.32433125
750014524;750014516;PHARMACIE DES ACACIAS;;15;;BOULEVARD;DES BATIGNOLLES;;75;PARIS;75008;PARIS 08;143873563;143873563;24/09/2001;24/05/1943;18/12/2008;48.88301387, 2.325553;48.883013870000006;2.3255530000000006
750014565;750014557;PHARMACIE DE BERRI;;48;;RUE;DE BERRI;;75;PARIS;75008;PARIS 08;145637067;153751253;07/08/2006;10/06/1943;25/09/2008;48.87470109, 2.30817851;48.87470109;2.30817851
750014813;750014805;SELARL PHARMACIE BRINGER - GRINTAIN;;63;;RUE;DE COURCELLES;;75;PARIS;75008;PARIS 08;147664232;147664232;15/10/2012;11/09/1975;19/10/2012;48.87769371, 2.30601937;48.877693709999996;2.30601937
750014995;750014987;PHARMACIE FRIEDLAND;;29;;AVENUE;DE FRIEDLAND;;75;PARIS;75008;PARIS 08;145611278;142890322;15/07/2013;30/10/1942;02/08/2013;48.8741607, 2.300587;48.8741607;2.300587
750015331;750015323;PHARMACIE MIROMESNIL;;58;;RUE;DE MIROMESNIL;;75;PARIS;75008;PARIS 08;145221059;145221887;01/07/2003;20/01/1943;03/07/2009;48.87540266, 2.31576607;48.87540266;2.31576607
750015695;750015687;SELARL PHARMACIE BRELET;;35;;RUE;BLANCHE;;75;PARIS;75009;PARIS 09;148744180;142814331;15/10/2010;03/09/1943;21/07/2011;48.8799981, 2.3313436;48.8799981;2.3313436
750015760;750015752;PHARMACIE CAUMARTIN;;24;;RUE;DE CAUMARTIN;;75;PARIS;75009;PARIS 09;142651028;149249955;28/07/1997;29/10/1942;17/09/2007;48.8718619, 2.3282461;48.8718619;2.3282461
750015794;750015786;PHARMACIE DE LA TRINITE;;57;;RUE;DE CHATEAUDUN;;75;PARIS;75009;PARIS 09;148741313;148744962;01/04/2006;29/10/1942;06/07/2007;48.8762595, 2.3326027;48.8762595;2.3326027
750015810;750015802;PHARMACIE DE LA CHAUSSEE D ANTIN;;54;;RUE;DE LA CHAUSSÉE D ANTIN;69 RUE DE PROVENCE;75;PARIS;75009;PARIS 09;148742106;148742168;23/02/2009;29/10/1942;25/08/2010;48.87421086, 2.33275071;48.874210860000005;2.3327507100000004
750016214;750016206;PHARMACIE LA FAYETTE;;11;;RUE;LA FAYETTE;;75;PARIS;75009;PARIS 09;148740786;144919031;01/07/2013;23/07/1943;17/07/2013;48.8737927, 2.3355997;48.8737927;2.3355997
750016545;750016537;PHARMACIE SAINT GEORGES;;38;;RUE;NOTRE DAME DE LORETTE;;75;PARIS;75009;PARIS 09;148780013;148780558;29/06/2012;03/09/1943;04/04/2013;48.8789636, 2.3369894;48.8789636;2.3369894
750016776;750016750;PHARMACIE ROSE;;34;;RUE;SAINT LAZARE;;75;PARIS;75009;PARIS 09;148741338;148741338;01/12/2007;29/10/1942;21/01/2009;48.8768292, 2.3360129;48.8768292;2.3360129
750016792;750016784;PHARMACIE SAINT LAZARE;;87;;RUE;SAINT LAZARE;;75;PARIS;75009;PARIS 09;148741111;148782687;01/08/2009;11/09/1943;06/10/2009;48.8758728, 2.3299227;48.8758728;2.3299227
750016925;750016917;PHARMACIE DES ARTS;;29;;RUE;VICTOR MASSE;;75;PARIS;75009;PARIS 09;148784034;153200898;29/09/1995;23/12/1942;03/07/2009;48.8808971, 2.3375428;48.8808971;2.3375428
750016974;750016966;BRITISH AND AMERICAN PHARMACY;;1;;RUE;AUBER;;75;PARIS;75009;PARIS 09;142658829;142655092;01/08/2009;23/07/1943;10/08/2009;48.871275, 2.3312505;48.871275;2.3312505
750017246;750017220;PHARMACIE ANGLAISE DE LA GARE DU NORD;;2;;RUE;DE COMPIEGNE;;75;PARIS;75010;PARIS 10;148780403;;16/11/2007;30/10/1942;30/09/2008;48.8799626, 2.3536843;48.8799626;2.3536843
750017394;750017386;PHARM MIMOUNI;;91;;RUE;DU FBG DU TEMPLE;;75;PARIS;75010;PARIS 10;142007639;142007639;27/01/1999;07/06/1945;06/07/2007;48.87054301, 2.37279652;48.870543010000006;2.37279652
750017493;750017485;PHARM BENHAMOU;;2;;RUE;DU FBG SAINT DENIS;;75;PARIS;75010;PARIS 10;147700670;144830190;29/01/1997;30/12/1942;03/07/2009;48.86997393, 2.35279237;48.86997393000001;2.35279237
750018111;750018103;PHARM SEING;;29;;BOULEVARD;DE MAGENTA;;75;PARIS;75010;PARIS 10;142082030;142082030;22/11/1995;22/06/1943;03/07/2009;48.8712118, 2.3603663;48.8712118;2.3603663
750018343;750018335;PHARMACIE DE LA SCALA;;11;;BOULEVARD;DE STRASBOURG;;75;PARIS;75010;PARIS 10;145231214;147702058;14/04/1976;11/11/1942;03/07/2009;48.8701607, 2.3545088;48.8701607;2.3545088
750018442;750018434;PHARM BUI CHAMPENOIS THIEN NGOC PHUONG;;31;;BOULEVARD;DE LA VILLETTE;;75;PARIS;75010;PARIS 10;142398964;;28/12/2000;30/10/1942;25/08/2010;48.8739638, 2.3745299;48.8739638;2.3745299
750018491;750018483;PHARMACIE BOTZARIS;;72;;RUE;BOTZARIS;;75;PARIS;75019;PARIS 19;142452995;142453231;13/01/1997;12/02/1943;11/05/2009;48.8794528, 2.3873421;48.8794528;2.3873421
750018996;750018970;PHARMACIE LES FILLES DU CALVAIRE;;2;;BOULEVARD;DES FILLES CALVAIRE;;75;PARIS;75011;PARIS 11;147008144;147008285;11/02/2008;10/12/1942;03/12/2008;48.862041, 2.366958;48.862041;2.366958
750019325;750019317;PHARM TRAMONI;;62;;RUE;DE MONTREUIL;;75;PARIS;75011;PARIS 11;143734429;143739795;26/09/1952;05/05/1943;03/12/2008;48.8504827, 2.39025861;48.8504827;2.3902586100000005
750019994;750019986;PHARMACIE DES ECOLES;;150;;RUE;DE LA ROQUETTE;;75;PARIS;75011;PARIS 11;143790595;143790595;06/01/2003;11/09/1943;17/12/2008;48.8582119, 2.3827902;48.8582119;2.3827902
750020877;750020851;PHARMACIE D ALIGRE;;103;;RUE;DE CHARENTON;;75;PARIS;75012;PARIS 12;143075585;143070928;14/03/1984;11/01/1984;03/07/2009;48.8473286, 2.3778406;48.8473286;2.3778406
750021222;750021214;PHARMACIE DU TRAIN BLEU;;21;T;BOULEVARD;DIDEROT;;75;PARIS;75012;PARIS 12;143439695;;01/02/2005;28/05/1943;09/07/2009;48.847246, 2.3859056;48.847246;2.3859056
750021586;750021560;SELARL PHARMACIE TRAN;;24;;AVENUE;LEDRU ROLLIN;;75;PARIS;75012;PARIS 12;143430996;146289390;17/10/2011;15/05/1943;24/10/2011;48.84691026, 2.36952002;48.84691026;2.36952002
750021685;750021677;PHARM GABIN;;35;;RUE;DE LYON;;75;PARIS;75012;PARIS 12;143077338;143077338;04/02/1997;14/04/1943;25/08/2010;48.848329, 2.371037;48.848329;2.371037
750022154;750022147;PHARMACIE CENTRALE SAINT MANDE;;94;;AVENUE;DE ST MANDE;;75;PARIS;75012;PARIS 12;143077989;143077999;21/09/2009;05/05/1943;25/08/2010;48.8452022, 2.3982084;48.8452022;2.3982084
750022584;750022576;SARL ADVANCE INVEST;;199;;RUE;DU CHEVALERET;81 BD VINCENT AURIOL;75;PARIS;75013;PARIS 13;145848618;145838560;10/12/2012;02/11/1943;17/01/2013;48.83450747, 2.36737937;48.83450747;2.36737937
750022782;750022774;PHARMACIE DES PEUPLIERS;;164;;RUE;DE TOLBIAC;;75;PARIS;75013;PARIS 13;145892642;145892642;09/10/2013;08/11/1942;23/10/2013;48.8270993, 2.3671009;48.8270993;2.3671009
750023137;750023111;PHARMACIE HAMMER;;103;;AVENUE;D ITALIE;;75;PARIS;75013;PARIS 13;145821907;;18/10/1991;25/10/1957;25/08/2010;48.82290691, 2.35829741;48.82290691000001;2.35829741
750023202;750023194;SELARL PHARMACIE JEANNE D ARC;;58;;RUE;JEANNE D ARC;;75;PARIS;75013;PARIS 13;145837847;153790812;01/07/2011;12/11/1942;25/07/2011;48.83148, 2.366267;48.83148;2.366267
750023467;750023442;PHARMACIE CENTRALE SEINE;;43;;RUE;DE TOLBIAC;;75;PARIS;75013;PARIS 13;145835936;145865716;01/02/2009;08/11/1942;03/02/2009;48.8270993, 2.3671009;48.8270993;2.3671009
750023632;750023624;PHARMACIE DE L OUEST;;115;;RUE;DE L OUEST;;75;PARIS;75014;PARIS 14;145428908;145420653;16/05/2005;30/12/1982;25/10/2006;48.8336392, 2.31485597;48.8336392;2.3148559700000004
750024556;750024531;PHARM HOMEOPATHIQUE DU MAINE;;193;;AVENUE;DU MAINE;;75;PARIS;75014;PARIS 14;145397272;145390855;30/09/1993;08/11/1942;10/07/2009;48.8301165, 2.3261956;48.8301165;2.3261956
750024671;750024663;PHARMACIE MOUTON DUVERNET;;21;;RUE;MOUTON DUVERNET;;75;PARIS;75014;PARIS 14;145430201;145430531;01/07/2007;11/05/1943;25/08/2010;48.8319969, 2.3274891;48.8319969;2.3274891
750025082;750025074;PHARM PRINCIPALE DE PORTE D ORLEANS;;4;;PL;DU 25 AOUT 1944;134 BD BRUNE;75;PARIS;75014;PARIS 14;145422775;145455736;01/04/2007;19/09/1944;07/01/2010;48.8226982, 2.3249203;48.8226982;2.3249203
750025173;750025165;PHARMACIE JACQUEMINET;;2;;PL;ADOLPHE CHERIOUX;;75;PARIS;75015;PARIS 15;148284260;148285760;20/08/1996;03/12/1942;25/08/2010;48.8405725, 2.3000063;48.8405725;2.3000063
750025736;750025710;PHARMACIE DE LA POSTE;;60;;RUE;DE LA CROIX NIVERT;;75;PARIS;75015;PARIS 15;148283114;148280356;29/05/1997;05/05/1943;13/08/2007;48.8451633, 2.2974608;48.8451633;2.2974608
750025983;750025975;PHARMACIE SEVRES LECOURBE;;1;;RUE;ERNEST RENAN;;75;PARIS;75015;PARIS 15;145671883;145671886;01/10/2003;07/12/1942;03/07/2007;48.8443635, 2.3093451;48.8443635;2.3093451
750026072;750026064;PHARMACIE BOUCICAUT;;45;;AVENUE;FÉLIX FAURE;;75;PARIS;75015;PARIS 15;145584589;145584933;01/07/2004;04/12/1942;01/12/2008;48.8407954, 2.2874031;48.8407954;2.2874031
750026171;750026163;GRANDE PHARMACIE DE GRENELLE;;39;;BOULEVARD;DE GRENELLE;;75;PARIS;75015;PARIS 15;145795319;145795344;28/09/1967;16/08/1943;05/05/2009;48.8477577, 2.3017177;48.8477577;2.3017177
750026486;750026460;SELARL PHARMACIE AIME;;188;;RUE;LECOURBE;;75;PARIS;75015;PARIS 15;145329542;145328224;01/08/2010;08/11/1942;21/07/2011;48.8409056, 2.2966952;48.8409056;2.2966952
750026833;750026825;PHARMACIE NECKER PASTEUR;;47;;BOULEVARD;PASTEUR;;75;PARIS;75015;PARIS 15;147836927;;24/06/2013;21/12/1942;17/07/2013;48.8422471, 2.3135585;48.8422471;2.3135585
750026932;750026924;PHARMACIE DE LA GARE MONTPARNASSE;;10;;PL;RAOUL DAUTRY;;75;PARIS;75015;PARIS 15;143214242;140470765;24/04/2006;09/10/1970;09/04/2009;48.8417149, 2.3206214;48.8417149;2.3206214
750027252;750027245;SELARL PHARMACIE SITBON;;347;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS 15;156083080;;01/05/2011;12/11/1942;22/07/2011;48.8371001, 2.2963619;48.8371001;2.2963619
750027336;750027310;PHARM SVOBODA;;47;;BOULEVARD;VICTOR;;75;PARIS;75015;PARIS 15;145328015;140439303;30/12/1994;28/04/1943;07/07/2009;48.8337645, 2.286261;48.8337645;2.286261
750027633;750027625;SELARL PHARMACIE MICHEL ANGE;;84;;RUE;BOILEAU;;75;PARIS;75016;PARIS 16;142884902;;01/01/2013;13/11/1942;18/01/2013;48.8435682, 2.2632197;48.8435682;2.2632197
750028250;750028243;SARL PHARMACIE DEVES;;2;;AVENUE;THEOPHILE GAUTIER;;75;PARIS;75016;PARIS 16;142880565;145244308;19/04/2010;01/06/1943;21/07/2011;48.8510858, 2.2748156;48.8510858;2.2748156
750028300;750028292;M RENE DENONAIN;;38;;AVENUE;DE VERSAILLES;;75;PARIS;75016;PARIS 16;145272956;145274708;01/08/2011;29/03/2011;05/03/2013;48.8493322, 2.2754183;48.8493322;2.2754183
750028821;750028813;PHARMACIE DE LUBECK;;31;;RUE;DE LUBECK;;75;PARIS;75016;PARIS 16;147279714;147556119;01/04/2009;17/11/1942;09/04/2009;48.86482716, 2.29147822;48.86482715999999;2.29147822
750028904;750028896;SELARL PHIE NOUVELLE ANGLO AMERICAINE;;37;;AVENUE;MARCEAU;;75;PARIS;75016;PARIS 16;147205737;149520737;19/06/2012;17/11/1942;03/09/2012;48.86832422, 2.29880655;48.86832421999999;2.2988065499999997
750029167;750029142;PHARM SPINHIRNY HELENE;;28;;AVENUE;RAYMOND POINCARE;;75;PARIS;75016;PARIS 16;147273598;147270218;30/12/1991;17/11/1942;13/07/2009;48.86545426, 2.28640562;48.86545426;2.28640562
750029282;750029274;PHARM DE L ARC DE TRIOMPHE;;6;;AVENUE;VICTOR HUGO;;75;PARIS;75016;PARIS 16;145009254;145001562;23/08/1977;11/11/1942;23/07/2007;48.87282953, 2.29283407;48.872829530000004;2.2928340700000005
750029704;750029696;PHARMACIE BESSIERES;;36;;BOULEVARD;BESSIERES;;75;PARIS;75017;PARIS 17;146279731;146279017;14/11/1995;24/11/1942;13/02/2009;48.8961511, 2.3184356;48.8961511;2.3184356
750030256;750030231;PHARMACIE BLOCH;;41;;RUE;DAUTANCOURT;;75;PARIS;75017;PARIS 17;146273260;146273260;31/05/1985;30/06/1943;13/07/2009;48.8907024, 2.3257698;48.8907024;2.3257698
750030686;750030660;SARL PHARMACIE LEBON;;5;;RUE;LEBON;;75;PARIS;75017;PARIS 17;145741259;140550459;01/10/2010;24/11/1942;21/07/2011;48.8806784, 2.2923066;48.8806784;2.2923066
750030835;750030827;PHARM DE LA TERRASSE;;35;;RUE;DE LEVIS;;75;PARIS;75017;PARIS 17;147632412;144404209;28/03/2001;28/05/1943;13/07/2009;48.8827505, 2.3148008;48.8827505;2.3148008
750030900;750030892;PHARMACIE CARNOT;;151;;BOULEVARD;MALESHERBES;;75;PARIS;75017;PARIS 17;142275040;142276377;31/05/1989;30/06/1943;13/07/2009;48.8849221, 2.3073186;48.8849221;2.3073186
750031635;750031627;PHARMACIE DE TOCQUEVILLE;;64;;RUE;DE TOCQUEVILLE;;75;PARIS;75017;PARIS 17;143801340;143809524;18/03/2013;04/12/1942;04/04/2013;48.8849438, 2.3109526;48.8849438;2.3109526
750031650;750031643;PHARM BOUHNIK;;120;;RUE;DE TOCQUEVILLE;;75;PARIS;75017;PARIS 17;147637436;140540894;31/03/1981;24/11/1942;29/10/2009;48.8819527, 2.3145428;48.8819527;2.3145428
750032351;750032344;SELARL PHARMACIE AHOUDAYG;;5;;RUE;DE CLIGNANCOURT;2 R D ORSEL;75;PARIS;75018;PARIS 18;146065530;146064405;01/04/2011;31/12/1942;30/08/2011;48.8840108, 2.3469617;48.8840108;2.3469617
750033052;750033045;PHARM ZALAY;;34;;RUE;MARX DORMOY;;75;PARIS;75018;PARIS 18;146072570;;14/06/1988;05/07/1943;03/02/2009;48.8889521, 2.359872;48.8889521;2.359872
750033573;750033565;PHARM CAILLO;;56;;BOULEVARD;ORNANO;;75;PARIS;75018;PARIS 18;146062890;;01/09/1988;05/05/1943;15/07/2009;48.8964073, 2.3456278;48.8964073;2.3456278
750033755;750033730;PHARMACIE DE LA PLACE;;38;;RUE;POULET;33 BIS RUE DES POISSONNIERS;75;PARIS;75018;PARIS 18;146063798;;24/09/1990;31/12/1942;15/07/2009;48.8880883, 2.3512394;48.8880883;2.3512394
750034423;750034415;SELARL PHARMACIE  NOMBER;;137;;RUE;DE BELLEVILLE;;75;PARIS;75019;PARIS 19;142087006;142080360;19/07/2010;08/11/1942;21/07/2011;48.8749902, 2.3888644;48.8749902;2.3888644
750035107;750035081;PHARMACIE DE LA PLACE COCHET;;2;;AVENUE;DE LA PORTE CHAUMONT;;75;PARIS;75019;PARIS 19;142084106;142412925;15/02/2010;21/04/1943;18/01/2010;48.8858826, 2.3988838;48.8858826;2.3988838
750035404;750035396;PHARMACIE DE LA PLACE METIVIER;;11;;PL;AUGUSTE METIVIER;;75;PARIS;75020;PARIS 20;146369217;146364780;01/02/2013;05/12/1942;17/07/2013;48.86326879, 2.38831133;48.86326878999999;2.3883113299999996
750035685;750035677;GRANDE PHARMACIE DE BELLEVILLE;;86;;BOULEVARD;DE BELLEVILLE;;75;PARIS;75020;PARIS 20;147973183;147970578;01/09/2009;05/12/1942;10/08/2009;48.87006596, 2.37938359;48.87006596;2.3793835899999998
750036204;750036196;PHARMACIE HOMEOPATHIQUE DU XXÈME;;144;;BOULEVARD;DE MENILMONTANT;;75;PARIS;75020;PARIS 20;147973348;143665004;01/03/2006;07/12/1942;09/01/2009;48.8632649, 2.3858206;48.8632649;2.3858206
930012323;930012315;PHARM FERRARI BRUNO;;87;;RUE;JEAN JAURES;;93;SEINE-SAINT-DENIS;93130;NOISY LE SEC;148446682;;08/06/1995;28/01/1943;29/06/2009;48.8948, 2.4587;48.894800000000004;2.4587
930012372;930012364;PHARM ALLOUN ANNIE- PAULE;;39;;RUE;ANATOLE FRANCE;;93;SEINE-SAINT-DENIS;93130;NOISY LE SEC;148456838;;12/08/1994;30/08/1991;29/06/2009;48.8882, 2.45052;48.88819999999998;2.4505199999999996
930012505;930014949;SNC PHARM DES 4 COMMUNES;;81;;AVENUE;EDOUARD VAILLANT;;93;SEINE-SAINT-DENIS;93500;PANTIN;148458024;148458024;01/09/2005;12/02/1943;25/08/2010;48.9025, 2.39298;48.90249999999999;2.39298
930012620;930002498;SELARL PHARMACIE DE LA PORTE DE PANTIN;;82;;RUE;CHARLES NODIER;;93;SEINE-SAINT-DENIS;93500;PANTIN;148452441;;21/10/1996;15/07/1996;25/08/2010;48.8907, 2.40154;48.890699999999995;2.40154
930012802;930002779;SNC PHARMACIE ASSAAD;;19;;RUE;DU PRE ST GERVAIS;;93;SEINE-SAINT-DENIS;93500;PANTIN;148451853;;01/12/1985;01/06/1943;24/06/2009;48.8903, 2.40312;48.8903;2.40312
930012935;930012927;PHARM LE PAPE ELISABETH;;65;;BOULEVARD;PASTEUR;;93;SEINE-SAINT-DENIS;93320;LES PAVILLONS SOUS BOIS;148481151;;07/07/1993;28/01/1943;12/07/2010;48.9021, 2.51107;48.90209999999999;2.5110700000000006
930013305;930013297;PHARMACIE DE LA POSTE;;13;;AVENUE;JEAN JAURES;;93;SEINE-SAINT-DENIS;93310;LE PRE ST GERVAIS;148458341;;17/06/1992;03/02/1943;01/12/2008;48.8851, 2.40776;48.8851;2.40776
930013354;930013347;PHARM HOFFMAN GLEMANE PHILIPPE;;39;;RUE;STALINGRAD;;93;SEINE-SAINT-DENIS;93310;LE PRE ST GERVAIS;148450539;;05/06/1990;12/02/1943;25/08/2010;48.8881, 2.40134;48.8881;2.40134
930013420;930013412;PHARM SALLE DANIELLE;;28;;AVENUE;DE LA RESISTANCE;;93;SEINE-SAINT-DENIS;93340;LE RAINCY;143810057;;03/10/1989;18/12/1943;25/08/2010;48.8926, 2.51289;48.89260000000001;2.51289
930014204;930014196;PHARM DES ECOLES;;25;;RUE;DANIELE  CASANOVA;;93;SEINE-SAINT-DENIS;93200;ST DENIS;148205733;;01/07/2007;29/04/1943;25/08/2010;48.9286, 2.36266;48.92859999999998;2.36266
930014287;930014261;PHARM BENHAMOU JULIETTE;;11;;RUE;ERNEST RENAN;;93;SEINE-SAINT-DENIS;93200;ST DENIS;142434475;;22/04/1985;29/04/1943;07/01/2009;48.9362, 2.34969;48.93619999999999;2.34969
930014352;930014345;PHARM ALLAUX  LECLERE;SNC PHARMACIE NOUVELLE;61;;RUE;GABRIEL PERI;;93;SEINE-SAINT-DENIS;93200;ST DENIS;148093939;;15/06/1991;29/04/1943;25/08/2010;48.9343, 2.35582;48.9343;2.35582
930015482;930015474;PHARM SERGENT DETAINT FABIENNE;;14;;RUE;LUCIEN SPORTISS;;93;SEINE-SAINT-DENIS;93270;SEVRAN;143837527;;18/06/1990;10/02/1944;06/07/2009;48.9369, 2.53185;48.936900000000016;2.53185
930015573;930015565;SELARL PHARM  BRAIK;;17;;AVENUE;SALVADOR ALLENDE;;93;SEINE-SAINT-DENIS;93270;SEVRAN;143834028;;20/09/1994;30/04/1987;07/01/2010;48.947, 2.53532;48.94699999999999;2.53532
930015755;930015730;PHARM GORENFLOT MARTINE;;58;;RUE;JEAN JAURES;;93;SEINE-SAINT-DENIS;93240;STAINS;148210128;;13/12/1994;01/06/1943;30/06/2009;48.9665, 2.38196;48.966499999999996;2.38196
930015821;930015813;SNC PHARM DU GLOBE;;47;;BOULEVARD;MAXIME GORKI;;93;SEINE-SAINT-DENIS;93240;STAINS;148266803;;01/10/2005;21/07/1951;30/06/2009;48.9525, 2.38477;48.952499999999986;2.3847700000000005
930016084;930016076;PHARM BENAYAD;MME BENAYAD NÉE TRAN THI-THUY;56;;AVENUE;HENRI BARBUSSE;;93;SEINE-SAINT-DENIS;93290;TREMBLAY EN FRANCE;148606357;;22/12/1998;06/10/1960;25/08/2010;48.9619, 2.57048;48.96189999999998;2.5704800000000003
930016357;930016340;PHARM ALESSANDRI FRANCOIS;;27;;RUE;BENONI EUSTACHE;;93;SEINE-SAINT-DENIS;93250;VILLEMOMBLE;145287012;;09/11/1977;06/03/1970;04/05/2009;48.8756, 2.52108;48.875599999999984;2.52108
930016423;930016415;PHARMACIE DU CYGNE;;1;;AVENUE;DE FREDY;;93;SEINE-SAINT-DENIS;93250;VILLEMOMBLE;148550598;;17/06/1985;28/01/1943;04/05/2009;48.8818, 2.52191;48.8818;2.5219099999999997
930016787;930016761;PHARM LELLOUCHE;;;;CHE;DE VAUJOURS;;93;SEINE-SAINT-DENIS;93420;VILLEPINTE;143837379;;01/04/2007;09/10/1962;06/07/2009;48.9678, 2.55148;48.967800000000004;2.55148
930016803;930016795;PHARMACIE DE LA HAIE BERTRAND;;31;;AVENUE;HENRI BARBUSSE;;93;SEINE-SAINT-DENIS;93420;VILLEPINTE;143853750;;03/04/2006;08/02/1993;24/12/2009;48.9647, 2.53028;48.96470000000001;2.53028
930016886;930003108;PHARM DE L'HOTEL DE VILLE;;46;;RUE;ROGER SALENGRO;;93;SEINE-SAINT-DENIS;93430;VILLETANEUSE;148212112;;23/07/1987;09/09/1946;11/02/2010;48.9638, 2.34408;48.96379999999999;2.34408
950002469;950002428;PHARMACIE ROYER MAGGIOLI;SNC PHARMACIE DU NOYER DE L'IMAGE;;;;ROUTE D ARGENTEUIL;ZAC DU NOYER DE L IMAGE;95;VAL D'OISE;95240;CORMEILLES EN PARISIS;139317192;134507992;29/04/2002;03/10/2001;25/08/2010;48.9673, 2.2062;48.96730000000001;2.2062
950004457;950004440;PHARM NGUYEN DINH TAN R;;4;;RUE;DU BORDELAIS;;95;VAL D'OISE;95100;ARGENTEUIL;134109096;;01/06/1987;04/11/1964;08/02/2005;48.962, 2.24527;48.962;2.24527
950004721;950004713;PHARM BOUDIN;;298;;AVENUE;JEAN JAURES;;95;VAL D'OISE;95100;ARGENTEUIL;139825554;;16/05/1979;26/06/1943;25/08/2010;48.9414, 2.21237;48.941399999999994;2.21237
950004820;950004812;PHARM CHIR;;102;;AVENUE;DU MARECHAL JOFFRE;;95;VAL D'OISE;95100;ARGENTEUIL;139825764;139825943;01/07/2003;09/05/2003;25/08/2010;48.9597, 2.23862;48.95969999999999;2.23862
950005223;950005215;PHARM COUDERC-MACHEFERT;;162;;RUE;JEAN JAURES;;95;VAL D'OISE;95400;ARNOUVILLE;139850473;139852841;06/11/1991;28/06/1943;29/09/1997;48.9856, 2.41952;48.985600000000005;2.41952
950005751;950005744;PHARM SKORUCAK;;129;;AVENUE;GABRIEL PERI;;95;VAL D'OISE;95870;BEZONS;139826962;;24/03/1987;07/09/1945;25/08/2010;48.9338, 2.2095;48.93379999999999;2.2095
950006072;950006064;PHARM  TRAN PHI HA;;;;;CTRE COM TOULEUSES B;;95;VAL D'OISE;95000;CERGY;130304178;130311872;30/09/2003;30/09/2003;25/08/2010;49.0298, 2.08305;49.02979999999999;2.08305
